csv_name,rep,BF10,BF10_kde,prior_d0,post_d0_norm,post_d0_kde,post_d0_used,seed,mean_alpha1,sd_alpha1,rhat_alpha1,ess_alpha1,n_divergences,acceptance_rate,n_posterior_samples,draws,tune,chains,S,R_per_subject,alpha1,tau_u,tau_v,sigma
h1b_job5875002_task1.csv,0,1.5223850750678983e+25,0.0,0.3989422804014327,2.620508351894078e-26,0.0,2.620508351894078e-26,970013326,0.2353819089422658,0.02116519525486,1.000373570104085,6739.325991180433,0,0.9860501428486944,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task1.csv,1,5.7198750579359416e+16,8.305258947539094e-284,0.3989422804014327,6.974667739427751e-18,8.305258947539094e-284,6.974667739427751e-18,657768796,0.1872158949119103,0.0203107369878392,1.0004269542925612,7373.24260581929,0,0.9894169041277052,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task1.csv,2,9.916835328085154e+20,1.3481641254344958e-305,0.3989422804014327,4.022878944773834e-22,1.3481641254344958e-305,4.022878944773834e-22,880709327,0.2156956518433249,0.0211093375173309,1.000713370930978,11341.627350066818,0,0.9878770850604016,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task1.csv,3,2.989893803799673e+16,9.524613430336181e-245,0.3989422804014327,1.3343025089869049e-17,9.524613430336181e-245,1.3343025089869049e-17,16858249,0.1849419531788361,0.0202179023259732,1.0002219125951104,6873.358747446605,0,0.9867865289833848,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task1.csv,4,9468387631091876.0,4.93039661441771e-235,0.3989422804014327,4.213413053468593e-17,4.93039661441771e-235,4.213413053468593e-17,545423988,0.1863233358863246,0.0206602241977486,1.0005659402935625,6919.20784371103,0,0.987569448178374,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task10.csv,0,2.3454463690805027e+17,1.8000893322787444e-279,0.3989422804014327,1.7009226288888894e-18,1.8000893322787444e-279,1.7009226288888894e-18,743384693,0.2008799268904257,0.0214533294867328,1.0008255236771717,5772.929867744301,0,0.986527503137622,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task10.csv,1,1.6170937580100634e+17,1.2362348159867796e-265,0.3989422804014327,2.467032467507368e-18,1.2362348159867796e-265,2.467032467507368e-18,101997187,0.1944097330627168,0.0208440458646172,1.0000503286262603,7810.594814385275,0,0.988476142687528,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task10.csv,2,4.4339093241767214e+27,0.0,0.3989422804014327,8.997529070477891e-29,0.0,8.997529070477891e-29,721134892,0.2423281314001912,0.0208517447654957,1.0003222917058456,11584.696078385812,0,0.9869761202480116,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task10.csv,3,1.6782980453624992e+16,9.239474109961532e-240,0.3989422804014327,2.377064559562567e-17,9.239474109961532e-240,2.377064559562567e-17,575317023,0.1883297275468188,0.020738211885405,1.000486497368129,12838.036995055278,0,0.9874385300992252,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task10.csv,4,374872857886758.1,6.39797166595906e-199,0.3989422804014327,1.064206895773564e-15,6.39797166595906e-199,1.064206895773564e-15,24088773,0.1865907427369427,0.0215762249722851,1.000108156379349,8654.68436979932,0,0.9874702912398065,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task100.csv,0,1.9740064405357883e+19,1.894179758554888e-303,0.3989422804014327,2.0209776027536704e-20,1.894179758554888e-303,2.0209776027536704e-20,500887627,0.2021165530669516,0.020561393088416,1.00076062739728,7577.578306419053,0,0.9883044332117952,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task100.csv,1,326096473967595.6,5.608582469588097e-198,0.3989422804014327,1.2233872864294592e-15,5.608582469588097e-198,1.2233872864294592e-15,207826259,0.1836283740708083,0.0212692723590485,1.0000921342270672,11049.16323654572,0,0.9869888386209824,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task100.csv,2,3.2857069370611154e+18,5.099163911155155e-299,0.3989422804014327,1.2141748733021946e-19,5.099163911155155e-299,1.2141748733021946e-19,1007696273,0.2009511267203663,0.0208360516644484,1.0004233944996497,5763.901656592342,0,0.9870170788103484,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task100.csv,3,8.689593631216183e+22,0.0,0.3989422804014327,4.591034947460426e-24,0.0,4.591034947460426e-24,239604993,0.2191079971074289,0.020575076795738,1.0004779710951437,7118.850568671648,0,0.9862352915918076,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task100.csv,4,1.9898134704532923e+18,1.5870384182085883e-286,0.3989422804014327,2.00492300572551e-19,1.5870384182085883e-286,2.00492300572551e-19,373500823,0.2065232927085786,0.0215379782768243,1.0001216695439468,7964.652585079421,0,0.988053155041558,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task101.csv,0,2.2698551971108327e+20,0.0,0.3989422804014327,1.7575670946288606e-21,0.0,1.7575670946288606e-21,232290479,0.1982802173655275,0.0196712733488262,1.0005922256602164,7455.319966042418,0,0.98744512619392,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task101.csv,1,5.047704134046594e+27,0.0,0.3989422804014327,7.903440253373416e-29,0.0,7.903440253373416e-29,953653498,0.2325470865402068,0.0199846566202546,0.999995989151474,13098.02004931906,0,0.9873273831435788,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task101.csv,2,9.27655355552563e+20,0.0,0.3989422804014327,4.300544140811851e-22,0.0,4.300544140811851e-22,617484530,0.2077123879585094,0.0203337540554868,0.9996516900455134,12171.097484424055,0,0.9868760460085114,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task101.csv,3,5.344317038284391e+16,5.756872098879529e-292,0.3989422804014327,7.464794426370659e-18,5.756872098879529e-292,7.464794426370659e-18,76197843,0.1910282811753773,0.020746109273728,1.0008243533752097,7335.90808942148,0,0.9861723859151484,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task101.csv,4,2.3998544471087046e+17,4.204191437490667e-241,0.3989422804014327,1.6623603189021322e-18,4.204191437490667e-241,1.6623603189021322e-18,498504686,0.1903381149854759,0.0203095019634188,1.0002279963521354,9515.116267744335,0,0.9887449293612288,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task102.csv,0,3091191233540150.0,1.8003740580195738e-251,0.3989422804014327,1.290577807263473e-16,1.8003740580195738e-251,1.290577807263473e-16,407431207,0.1900138686589197,0.0213747463788683,1.000495317106204,8646.77821759293,0,0.9877601764925904,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task102.csv,1,175364728788444.47,1.575213717198711e-185,0.3989422804014327,2.274928847765642e-15,1.575213717198711e-185,2.274928847765642e-15,583591356,0.1760201078019381,0.0205502071309972,0.999933129692635,14368.402633068374,0,0.9881555048468662,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task102.csv,2,10277330463895.168,1.4704736981709731e-176,0.3989422804014327,3.881769510116829e-14,1.4704736981709731e-176,3.881769510116829e-14,940373436,0.1755937656442628,0.0213544227249607,1.000545061180789,10194.040217516596,0,0.9862626162071658,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task102.csv,3,3.380222730360512e+19,2.89570356117113e-310,0.3989422804014327,1.1802248319857976e-20,2.89570356117113e-310,1.1802248319857976e-20,56473267,0.2074721301651511,0.0209941781404222,0.9999412398470222,6295.025272084461,0,0.9870822291079664,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task102.csv,4,4955636148432.119,7.22062603108121e-150,0.3989422804014327,8.050273838761358e-14,7.22062603108121e-150,8.050273838761358e-14,331321083,0.1753614445118046,0.0215631939716001,1.0006809938457493,5686.480000993208,0,0.9892441664673152,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task103.csv,0,1.3045813682487992e+18,4.738872276605054e-245,0.3989422804014327,3.058009949482489e-19,4.738872276605054e-245,3.058009949482489e-19,453256239,0.2005920090583158,0.0210104121633479,1.0012297460837676,9904.601214231508,0,0.987094726576272,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task103.csv,1,7.82616886419799e+19,9.001993284824887e-259,0.3989422804014327,5.097542454347667e-21,9.001993284824887e-259,5.097542454347667e-21,245419063,0.2084919739017851,0.0209175512092356,1.0000125628341283,9987.44436949846,0,0.9881302280426298,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task103.csv,2,4.720965815416396e+18,1.2230001143467931e-265,0.3989422804014327,8.450437812929671e-20,1.2230001143467931e-265,8.450437812929671e-20,139325513,0.2080468899830464,0.0214953694259684,1.0017793455088884,7224.556762282375,0,0.9875569629335104,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task103.csv,3,1.0306373209889706e+16,2.862359207460695e-224,0.3989422804014327,3.8708309147840415e-17,2.862359207460695e-224,3.8708309147840415e-17,799192676,0.1883923861906791,0.0208704941538121,1.000197382906913,12037.230962099651,0,0.985324475528132,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task103.csv,4,3.790953971771184e+18,2.9196032216233893e-285,0.3989422804014327,1.0523532687869584e-19,2.9196032216233893e-285,1.0523532687869584e-19,606416869,0.2000275218546131,0.0207070871143627,1.00011387709478,14273.737697897735,0,0.987297656237618,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task104.csv,0,1.9210978061534605e+27,0.0,0.3989422804014327,2.076637009961608e-28,0.0,2.076637009961608e-28,969821418,0.2352540497666347,0.0203659751628008,1.00002307525793,9307.30291660109,0,0.9884456843055784,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task104.csv,1,7.191681818396284e+19,3.0547799877349425e-291,0.3989422804014327,5.5472737876269524e-21,3.0547799877349425e-291,5.5472737876269524e-21,77639790,0.2077061053748083,0.020855842545172,0.9996374198513264,8514.850388373794,0,0.985731781689624,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task104.csv,2,3.5256232181929805e+18,1.6064816261331355e-274,0.3989422804014327,1.13155109242191e-19,1.6064816261331355e-274,1.13155109242191e-19,4960287,0.2003517953157569,0.0207573432242655,1.0004858537397538,12567.495855444671,0,0.986363173108436,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task104.csv,3,2.489561959100107e+18,3.250010870888205e-263,0.3989422804014327,1.6024597377188283e-19,3.250010870888205e-263,1.6024597377188283e-19,13469031,0.2027965576967053,0.02109320753003,1.0000899314230698,13934.95847025303,0,0.9865971292720672,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task104.csv,4,32124933145360.016,9.470013338244516e-145,0.3989422804014327,1.2418462587806252e-14,9.470013338244516e-145,1.2418462587806252e-14,543600916,0.1736191244242803,0.0207587386309915,1.000016195072306,9562.398187704286,0,0.9886315417261684,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task105.csv,0,4.086911379003897e+20,1.2048477970885708e-305,0.3989422804014327,9.761461490233377e-22,1.2048477970885708e-305,9.761461490233377e-22,1033636513,0.214838254713289,0.0212071990472551,0.9996982865275104,5990.2232602159,0,0.9893617606979676,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task105.csv,1,1.193456768767954e+17,7.378224116672329e-186,0.3989422804014327,3.342745969870966e-18,7.378224116672329e-186,3.342745969870966e-18,700841390,0.1947614765303275,0.0209563672552559,1.000398412885609,10129.743770308913,0,0.9857732097422708,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task105.csv,2,4543119073392233.0,1.5218526954293468e-200,0.3989422804014327,8.781242004813904e-17,1.5218526954293468e-200,8.781242004813904e-17,1000664162,0.1846472481574837,0.0206617963657377,1.0000375694080477,12017.648806142466,0,0.9880599636807162,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task105.csv,3,2498691000593057.0,1.6590226866398203e-202,0.3989422804014327,1.5966051036592518e-16,1.6590226866398203e-202,1.5966051036592518e-16,568122279,0.1801324438008163,0.0203047007884752,1.0002544406539295,12215.818441611978,0,0.9867358778783648,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task105.csv,4,7.525851005745723e+16,2.676131054812944e-268,0.3989422804014327,5.3009590556184576e-18,2.676131054812944e-268,5.3009590556184576e-18,404274138,0.1892109001923176,0.0204629843132452,1.0000583239647691,6093.456953076654,0,0.9876513816687276,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task106.csv,0,9.568930382109955e+21,0.0,0.3989422804014327,4.169141842094411e-23,0.0,4.169141842094411e-23,317722999,0.2055673248117298,0.0196824057721458,1.001343409650593,5939.618709965391,0,0.9844989000413686,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task106.csv,1,9.165217081865168e+19,1.2485e-320,0.3989422804014327,4.3527859388164686e-21,1.2485e-320,4.3527859388164686e-21,841258760,0.2064114906851251,0.0206735424182408,1.0001802123039762,8969.616525101217,0,0.988928933712694,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task106.csv,2,7.198700085510667e+20,1.728e-320,0.3989422804014327,5.54186555437154e-22,1.728e-320,5.54186555437154e-22,989429171,0.2150608219929302,0.0211121092970974,1.000004820922065,9962.164396286244,0,0.9875668638208184,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task106.csv,3,4.673340616117394e+23,0.0,0.3989422804014327,8.53655475112517e-25,0.0,8.53655475112517e-25,970558451,0.2250004580424578,0.0208239185211073,1.000333368761943,11471.529387171464,0,0.9887644562366692,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
h1b_job5875002_task106.csv,4,1.6425642587398213e+22,0.0,0.3989422804014327,2.428777311321149e-23,0.0,2.428777311321149e-23,832393601,0.2184997978308338,0.0208284875757849,1.000466078809924,8298.37158402606,0,0.9886638201416325,8000,2000,2000,4,10,1298,0.2,0.6,0.2,1.0
